PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin
0jehT,6qk/7b/8/2Qp4/P2P3P/6P1/8/6K1 b - - 0 41,f2g3 g8g3 g1f1 h7d3,1001,74,100,161,endgame mate mateIn2 short,https://lichess.org/S4V6GcMW#81,,"(1000, 1100]"
18pcF,8/6pk/Q5pp/3P3r/8/6qP/PP4P1/6RK b - - 0 28,c4a6 h5h3 g2h3 g3h3,1001,77,100,89,endgame mate mateIn2 sacrifice short,https://lichess.org/nWZa7V4r#55,,"(1000, 1100]"
1ccOD,7k/1p4pp/p1qQBbb1/2P1p3/1P3p2/P6P/1B3PP1/6K1 w - - 6 31,c7c6 d6f8,1001,76,100,587,endgame mate mateIn1 oneMove,https://lichess.org/UkrTwiC4/black#60,,"(1000, 1100]"
2x2QJ,2r2rk1/p4pp1/1p2pq2/3p4/3n4/P3PNP1/1PQ2PP1/1R2K2R w K - 0 19,h8g8 c2h7,1001,79,100,54,mate mateIn1 middlegame oneMove,https://lichess.org/BEvDL2u0/black#36,Mikenas_Defense Mikenas_Defense_Other_variations,"(1000, 1100]"
3bfwL,4k3/ppp5/6n1/1P1p1p2/P2P1Pnp/2P2N1K/6PB/8 b - - 1 30,d2f3 g4f2,1001,77,100,89,endgame mate mateIn1 oneMove,https://lichess.org/kbNHhlIw#59,,"(1000, 1100]"
476WC,8/pp3k1p/2p3p1/3p1nK1/3P1BPP/1PP5/P7/8 b - - 0 33,g3g4 h7h6,1001,75,100,76,endgame mate mateIn1 oneMove,https://lichess.org/Gq4Ggx9w#65,,"(1000, 1100]"
4pjQY,1q6/3Q1Rpk/p6p/4r3/8/2P4P/P5P1/7K b - - 2 33,e6d7 e5e1 f7f1 e1f1,1001,76,100,243,endgame mate mateIn2 short,https://lichess.org/cSJW2fTR#65,,"(1000, 1100]"
5DZ5z,r1bq1k2/2b1np2/pnp1pNpr/1p1pP2p/1P1P4/5N2/P1P1BPPP/1RQ2RK1 w - - 0 17,h8h6 c1h6,1001,77,100,78,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/30IiGtmP/black#32,French_Defense French_Defense_Normal_Variation,"(1000, 1100]"
5HUz1,1r1r2k1/p4ppp/2p2q2/8/Q1P2P2/5NPP/PP6/2KR2R1 b - - 0 21,d4f3 f6b2,1001,78,100,76,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/4I51yoAe#41,,"(1000, 1100]"
6Y5Mk,4kb1r/3p1p2/p2P2pp/3QPp2/1N3P2/4q3/PP4PP/2r2R1K w k - 1 26,c8c1 d5a8 c1c8 a8c8,1001,75,100,1297,mate mateIn2 middlegame short,https://lichess.org/YFjpqwTL/black#50,,"(1000, 1100]"
6h3PX,8/1p2N1R1/3p1B1k/4p2b/2P2b2/7P/1r6/6K1 w - - 15 53,h7h6 e7f5,1001,75,100,245,endgame mate mateIn1 oneMove,https://lichess.org/WCCFWIYX/black#104,,"(1000, 1100]"
8DPWj,8/3q1pk1/p5p1/1pp1p3/4Pn1p/P1P1QP2/1PB5/5N1K b - - 3 41,h2f1 d7h3 f1h2 h3g2,1001,85,100,40,endgame fork mate mateIn2 short,https://lichess.org/JTmUHHNw#81,,"(1000, 1100]"
A8cC9,1r1k2r1/p2bpQ2/2p2B2/qp5p/2nP3P/2N2P2/1PP1N1P1/2KR3R b - - 0 20,e5f6 a5a1 c3b1 a1b2,1001,76,100,82,mate mateIn2 middlegame queensideAttack short,https://lichess.org/E2cydZWQ#39,,"(1000, 1100]"
ATEOs,7r/4R3/1p1p1p2/1b1P4/3NPkp1/P1N5/1P3KPr/4R3 b - - 0 29,f5d4 g4g3 f2g1 h2h1,1001,75,100,106,mate mateIn2 middlegame short,https://lichess.org/6E0rCFL3#57,,"(1000, 1100]"
CuhEi,6k1/B1p2ppp/1p6/8/5R2/1QP1n1PP/PP2qP2/7K b - - 0 28,h2h1 e2f1 h1h2 f1g2,1001,76,100,337,endgame mate mateIn2 short,https://lichess.org/zNuC5k86#55,,"(1000, 1100]"
Cxa7g,1r1bQ3/1p4pk/4Rp1p/q1Pp4/3P1P1N/4P3/6PP/6K1 b - - 4 27,f3h4 a5e1,1001,76,100,141,endgame mate mateIn1 oneMove,https://lichess.org/Yuht8eTS#53,,"(1000, 1100]"
Cz8h6,8/8/8/5R1p/5p2/3n1K1k/8/8 w - - 0 54,h4h3 f5h5,1001,122,100,26,endgame mate mateIn1 oneMove,https://lichess.org/aSmGYwqD/black#106,,"(1000, 1100]"
Dge2h,r1k2b1r/ppp2Np1/7p/3Qpb2/4N3/1P6/PqnP1PPP/R2K3R w - - 2 16,a3b2 d5d8,1001,77,100,563,mate mateIn1 middlegame oneMove,https://lichess.org/fuBLehzC/black#30,Four_Knights_Game Four_Knights_Game_Italian_Variation,"(1000, 1100]"
EeM8G,1k5r/pp4Qp/1qpp4/6B1/4P1n1/2N5/PPP5/3RK3 b - - 0 26,f7g7 b6f2,1001,76,100,443,mate mateIn1 middlegame oneMove,https://lichess.org/SfKmhAmi#51,,"(1000, 1100]"
GS8xu,2rk1b1r/2q3pp/3p1p2/1B1n2B1/1p4PP/8/PPPR1P2/2K1R3 w - - 0 20,f7f6 e1e8,1001,76,100,166,mate mateIn1 middlegame oneMove,https://lichess.org/vvktGxHk/black#38,,"(1000, 1100]"
GTu6D,8/pppR2pk/4pp2/2P3PK/5P1P/7r/P6r/8 w - - 1 35,e2h2 g5g6 h7h8 d7d8,1001,77,100,157,endgame mate mateIn2 rookEndgame short,https://lichess.org/5XA8HpgS/black#68,,"(1000, 1100]"
GrdWB,6k1/p6R/1p2prp1/4Pp2/2rp4/2qB1P2/2P1K2R/8 w - - 0 32,c8c4 h7h8 g8f7 h2h7,1001,77,100,85,endgame mate mateIn2 short,https://lichess.org/FXsxUxd6/black#62,,"(1000, 1100]"
GvYwd,4R3/3r1kp1/p3R3/3p1PP1/2pn4/3n1PK1/1P6/8 w - - 0 44,c6d4 g5g6,1001,75,100,290,endgame mate mateIn1 oneMove,https://lichess.org/9rCp4Ajv/black#86,,"(1000, 1100]"
H26tS,5bk1/5pp1/2Q5/2p2P1P/2P3nq/3P2P1/5P2/4R1K1 b - - 0 36,g2g3 h4h2 g1f1 h2f2,1001,79,100,539,endgame mate mateIn2 short,https://lichess.org/09rzMsD3#71,,"(1000, 1100]"
IhVQ6,r3b1k1/p5pr/2p3Q1/1p3p1p/3P1P1q/B7/6P1/2R1R1K1 w - - 0 30,f7e8 e1e8 a8e8 g6e8,1001,75,100,236,mate mateIn2 middlegame short,https://lichess.org/g0K4J4tk/black#58,,"(1000, 1100]"
1mKLd,r2q3r/2p2p1k/p2p1pnp/1p1PpN1Q/8/P2PP2P/BPP3P1/R5K1 w - - 5 18,f8h8 h5h6 h7g8 h6g7,1002,77,100,77,mate mateIn2 middlegame short,https://lichess.org/p2smBhRB/black#34,Italian_Game Italian_Game_Giuoco_Pianissimo,"(1000, 1100]"
2H8Ov,8/8/2b5/2p3R1/2P1p2p/1P1pNr2/3K1k2/8 w - - 6 63,g3f2 g5g2,1002,75,100,369,endgame mate mateIn1 oneMove,https://lichess.org/NbVVLiB8/black#124,,"(1000, 1100]"
3Ty58,kr2qbnr/pp4pp/2N1pp2/1N6/8/8/PPbP1PPP/R1B2RK1 w - - 0 16,c8b8 b5c7,1002,76,100,221,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/YCMuzdGd/black#30,Scandinavian_Defense Scandinavian_Defense_Blackburne_Gambit,"(1000, 1100]"
4CQrd,b1r3k1/p2p2pp/3Np3/2p3B1/2P4q/2QP1P2/PP3P1P/R4RK1 b - - 0 23,e3g5 h4g5 g1h1 a8f3,1002,75,100,222,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/NOJJlflq#45,,"(1000, 1100]"
4uGHw,r2qr1k1/pb1n1pp1/1p2p2p/3nN3/3P4/B2BP3/P1Q2PPP/R4RK1 w - - 2 15,b8d7 d3h7 g8h8 e5f7,1002,76,100,212,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IckLIMOA/black#28,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation,"(1000, 1100]"
5Slp4,5rr1/p1p3k1/1p1b3p/1N4pB/4R3/1Q6/PP3qPP/4R2K b - - 1 23,g1h1 f2f1 e1f1 f8f1,1002,78,100,619,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/o41nMl8z#45,,"(1000, 1100]"
5iTcG,8/6k1/pR2Q1p1/P2p3p/3P3P/8/2r2qP1/3K4 b - - 8 43,e1d1 f2d2,1002,77,100,92,endgame mate mateIn1 oneMove,https://lichess.org/jlltYowa#85,,"(1000, 1100]"
5nQeO,5r2/1pp3k1/3p2p1/pP1qp2P/P7/5PQ1/5r2/6RK w - - 0 40,c2f2 g3g6 g7h8 g6g7,1002,76,100,442,endgame mate mateIn2 short,https://lichess.org/JWcE6o3p/black#78,,"(1000, 1100]"
6zaVD,6kr/p4pp1/3Npn2/8/2PP2q1/4PNP1/2Q2PK1/1R3R2 b - - 4 27,a1b1 g4h3 g2g1 h3h1,1002,76,100,505,mate mateIn2 middlegame short,https://lichess.org/MsxSpdxc#53,,"(1000, 1100]"
8ET2i,6k1/5R2/p3p2p/3bN1p1/P1p5/2P3P1/1r1n2PP/1B4K1 w - - 12 34,g7g8 b1h7 g8h8 e5g6,1002,76,100,99,endgame mate mateIn2 short,https://lichess.org/5K9a5fhC/black#66,,"(1000, 1100]"
8KSPa,1r5r/pb1R3p/1p3kp1/4qp2/8/7Q/PPP1B3/1K6 w - - 0 29,g7f6 h3h4 g6g5 h4h6,1002,76,100,94,mate mateIn2 middlegame short,https://lichess.org/We9QkmRG/black#56,,"(1000, 1100]"
8ce9a,1kb4q/p4R1P/2p3p1/P2pNp2/2pP1P2/8/3K4/7r w - - 6 41,c1h1 e5c6 b8a8 f7a7,1002,75,100,241,arabianMate endgame mate mateIn2 short,https://lichess.org/eLSm6lF5/black#80,,"(1000, 1100]"
APiV5,1r5q/p1k4r/1p1pQ3/2pB4/5B2/1P6/P2P1PPP/R5K1 b - - 2 22,e3f4 h8a1 e6e1 a1e1,1002,76,100,248,hangingPiece mate mateIn2 middlegame short,https://lichess.org/ew1NUg4o#43,,"(1000, 1100]"
AYCjl,r4rk1/1p6/p1p3pp/3b4/P4q2/2PQ4/1PB2PP1/R5K1 w - - 0 28,f7g6 d3g6 g8h8 g6h7,1002,75,100,323,mate mateIn2 middlegame short,https://lichess.org/gMIRvcR9/black#54,,"(1000, 1100]"
AaqRI,4r3/6p1/p7/1p4R1/1P2rk2/2P2N2/P3pKP1/8 w - - 14 47,g4f4 g2g3,1002,75,100,170,endgame mate mateIn1 oneMove,https://lichess.org/hNKee8KN/black#92,,"(1000, 1100]"
AqJhm,8/8/6p1/6k1/5qP1/6QK/8/8 w - - 6 52,d2f4 g3h4,1002,80,100,153,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/IBDqOybO/black#102,,"(1000, 1100]"
Bve8f,8/pkp4R/1p2N3/4P3/4r1p1/1KP2bP1/PP5P/8 b - - 6 38,h8h7 f3d1 b3a3 e4a4,1002,76,100,338,endgame mate mateIn2 short,https://lichess.org/pC4ljMci#75,,"(1000, 1100]"
Ce4xI,rn1q1bkr/pp2p1pp/2p2n2/4N3/6Q1/8/PPPP2PP/RNB1K2R w KQ - 1 10,e4f6 g4e6,1002,77,100,135,mate mateIn1 oneMove opening,https://lichess.org/NhpyH9Hc/black#18,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack,"(1000, 1100]"
Ce9GB,3r3k/1p3Qpp/p7/8/2Brb3/1P6/P2q2PP/4RRK1 b - - 4 26,h5f7 d2g2,1002,75,100,682,mate mateIn1 middlegame oneMove,https://lichess.org/WiuSLJ6j#51,,"(1000, 1100]"
DnUgU,7k/1p4pp/p5q1/8/2Qr2P1/5P2/PP4K1/8 w - - 0 33,d8d4 c4c8 d4d8 c8d8 g6e8 d8e8,1002,74,100,3173,backRankMate endgame long mate mateIn3,https://lichess.org/8ReMkIx2/black#64,,"(1000, 1100]"
EuHwD,r2q1Bk1/pp1n1p1n/7Q/3p2b1/3P4/3p1P1P/PPP1rP2/R2K2R1 w - - 6 19,f4g5 h6g7,1002,77,100,60,mate mateIn1 middlegame oneMove,https://lichess.org/Y2ocuugk/black#36,French_Defense French_Defense_Exchange_Variation,"(1000, 1100]"
F8Mu4,8/pRq1rp1k/6p1/7p/4B1n1/2PP1Q2/P1P3PP/5R1K b - - 3 22,b8b7 c7h2,1002,75,100,685,mate mateIn1 middlegame oneMove,https://lichess.org/vty1udbB#43,,"(1000, 1100]"
HDoEN,6rk/p3R1p1/1b6/8/1P4Q1/2P3P1/q4P1P/5NK1 b - - 0 31,e4g4 a2f2 g1h1 f2f1,1002,83,100,39,deflection endgame mate mateIn2 short,https://lichess.org/A9APWdH7#61,,"(1000, 1100]"
IkPNV,rn1k1bnr/pbq1pQpp/2p5/1p2N3/2pP4/4P3/PP3PPP/RNB1KB1R w KQ - 1 8,e8d8 f7f8,1002,86,100,72,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/fkRWc6ZG/black#14,Queens_Gambit_Accepted Queens_Gambit_Accepted_Slav_Gambit,"(1000, 1100]"
1SeMt,6k1/6p1/pp1Q1n2/8/3P2p1/2P3Bq/P1P1rR1P/6K1 b - - 6 32,f1f2 e2e1 f2f1 h3f1,1003,76,100,218,endgame mate mateIn2 short,https://lichess.org/dA1IZQes#63,,"(1000, 1100]"
1pj93,3k1r2/rp2q1b1/pN1p3p/PbpPn1pB/N5Q1/4P3/1P4PP/2KRR3 w - - 13 23,d7e5 g4c8,1003,75,100,447,mate mateIn1 middlegame oneMove,https://lichess.org/wUyljy3k/black#44,,"(1000, 1100]"
2BLlS,1R6/4kpp1/4p1p1/3pB3/3P3n/4qP1P/1R4PK/2r5 w - - 2 33,f8e7 b2b7 c1c7 b7c7,1003,76,100,55,endgame mate mateIn2 short,https://lichess.org/3FS9tcIP/black#64,,"(1000, 1100]"
2njTx,Q7/p4pkp/8/5q2/8/1N2b1Nb/PPP3rP/1K1R3R b - - 4 22,e4g3 f5c2 b1a1 c2b2,1003,75,100,494,mate mateIn2 middlegame queensideAttack short,https://lichess.org/SMQTfKQR#43,,"(1000, 1100]"
4TKRv,rn3rk1/1pp2ppR/p2p2P1/5N2/4P3/2N1b3/PPP5/R2QKBq1 b Q - 4 18,c4f1 g1f2,1003,79,100,84,mate mateIn1 oneMove opening,https://lichess.org/e8ydkNUO#35,Philidor_Defense Philidor_Defense_Exchange_Variation,"(1000, 1100]"
4l60B,3R1r1k/1b3p1p/p1p1pR2/4q3/6Q1/PB6/1PP3PP/7K b - - 0 25,d1d8 e5e1 f6f1 e1f1,1003,75,100,86,mate mateIn2 middlegame short,https://lichess.org/NpLFGT4U#49,,"(1000, 1100]"
4qVqV,r1b1kb1r/ppp2ppp/2p5/4N3/3qn3/5P2/PPPP2PP/RNBQK2R b KQkq - 0 7,f2f3 d4f2,1003,77,100,605,mate mateIn1 oneMove opening,https://lichess.org/okZEF7DX#13,,"(1000, 1100]"
6ZCh4,8/5R1P/4k3/7r/8/5RP1/1r6/5K2 b - - 2 50,g2f1 h5h1,1003,75,100,488,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/cyo9zl9m#99,,"(1000, 1100]"
78tnW,8/8/8/8/7k/8/P7/2BB1qRK b - - 1 50,g2g1 f1h3,1003,79,100,86,endgame mate mateIn1 oneMove,https://lichess.org/ZJF0A7cJ#99,,"(1000, 1100]"
7bvqB,4r2k/2p1q2p/1p3pp1/2pB2B1/8/P1Q5/1PP2PPP/3b2K1 w - - 0 22,e2d1 g5f6 e7f6 c3f6,1003,76,100,470,endgame fork mate mateIn2 short,https://lichess.org/OF0RIkjr/black#42,,"(1000, 1100]"
7xG7E,r4rk1/pppnqppp/8/1N6/1b2p3/1P2N3/b1PBQPPP/2KR1B1R b - - 0 13,b2b3 b4a3 b5a3 e7a3,1003,83,100,350,mate mateIn2 middlegame queensideAttack short,https://lichess.org/roQqrImh#25,Russian_Game Russian_Game_Damiano_Variation,"(1000, 1100]"
8P14m,1r2rk2/p5pn/5bQN/3p3P/2p5/2p5/PP1Bq3/R1K3R1 w - - 0 34,d4c3 g6f7,1003,75,100,151,mate mateIn1 middlegame oneMove,https://lichess.org/TzOnFocw/black#66,,"(1000, 1100]"
9NrVI,r1b2k1r/ppp5/3p2Q1/3PN3/2P1n2q/4P3/PP4BP/RN4K1 w - - 1 18,g7f8 g6f7,1003,76,100,93,mate mateIn1 middlegame oneMove,https://lichess.org/uwsy1SJa/black#34,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation,"(1000, 1100]"
AT2t6,5rk1/6p1/4p3/2P1P2P/1p1P1q2/pQ3Bb1/P5R1/6RK b - - 4 42,c2g2 f4h4 g2h2 h4h2,1003,75,100,210,mate mateIn2 middlegame short,https://lichess.org/6jzBIJll#83,,"(1000, 1100]"
Ddfsz,8/8/3RN3/5pbk/4r1p1/6P1/5PK1/8 w - - 12 69,d2g5 e6g7,1003,75,100,95,endgame mate mateIn1 oneMove,https://lichess.org/HDE9k10E/black#136,,"(1000, 1100]"
E2W3J,8/3R3p/2B3k1/2p1p1P1/2n5/4BP2/rrP5/2K5 w - - 2 35,f7g6 c6e4 g6h5 d7h7,1003,82,100,35,deflection endgame mate mateIn2 short,https://lichess.org/dWvut2Hw/black#68,,"(1000, 1100]"
Er6iT,2r1r1k1/7p/pp4p1/5pN1/3p1qnQ/2P5/PP5P/1K4R1 w - - 0 32,c7f4 h4h7 g8f8 h7f7,1003,75,100,226,mate mateIn2 middlegame short,https://lichess.org/PkZK6c4v/black#62,,"(1000, 1100]"
F0eIO,r1bq1rk1/7n/2p4p/p2pB1p1/1b6/2N5/PPQ2PPP/R4RK1 w - - 0 19,f6h7 c2g6,1003,76,100,231,mate mateIn1 middlegame oneMove,https://lichess.org/JltBjBw1/black#36,English_Opening English_Opening_Symmetrical_Variation,"(1000, 1100]"
GAifK,b5k1/p5pp/3B1p2/2p5/5Q2/2P2PPq/PP2rR1P/6K1 b - - 2 28,f1f2 e2e1 f2f1 e1f1,1003,75,100,372,endgame mate mateIn2 short,https://lichess.org/yfDlgy5F#55,,"(1000, 1100]"
HPK6V,r1bn1r2/p4k1p/4pB1P/1p1pPP1p/8/2P1q2B/PP6/R5RK w - - 0 30,g6h5 g1g7 f7e8 g7e7,1003,76,100,262,mate mateIn2 middlegame short,https://lichess.org/XSqe3Mum/black#58,,"(1000, 1100]"
I1bED,r2q4/1b1n1pkp/pp4r1/3ppQN1/P6P/2P5/1P3PP1/R4RK1 w - - 3 22,e6g6 f5f7 g7h8 f7h7,1003,77,100,454,mate mateIn2 middlegame short,https://lichess.org/4qAMvxzp/black#42,,"(1000, 1100]"
I2SmC,3q4/1p3p1k/p3p1pp/3p4/2rQP3/P5P1/2r3PP/R4RK1 w - - 1 30,c8c4 f1f7 h7g8 d4g7,1003,78,100,145,endgame mate mateIn2 short,https://lichess.org/6TQ5Hb76/black#58,,"(1000, 1100]"
IRJl7,3rr3/1p3p2/p5p1/2kn2Pp/3N3P/P1PKpP2/1PR4R/8 b - - 6 35,e2d3 d5f4,1003,76,100,247,endgame mate mateIn1 oneMove,https://lichess.org/Nk3X3Bt4#69,,"(1000, 1100]"
0Xq4y,2r3k1/1R5p/2P2Qp1/8/K7/P7/7P/1r6 b - - 0 61,b4a4 c8a8 b7a7 a8a7,1004,76,100,243,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/wJBi3ETJ#121,,"(1000, 1100]"
0aSu9,8/1p4B1/2p5/p2p3k/8/Pr1B3r/4K3/6R1 w - - 6 46,h6h5 d3g6 h5h4 g7f6,1004,76,100,169,endgame mate mateIn2 short,https://lichess.org/bGQQbVsg/black#90,,"(1000, 1100]"
0vQcy,2rqkb1r/3bpppp/8/8/1ppPN3/5N2/PP2QPPP/4KB1R w Kk - 0 15,b5c4 e4d6,1004,76,100,184,mate mateIn1 middlegame oneMove pin smotheredMate,https://lichess.org/rS85o6vJ/black#28,Alekhine_Defense Alekhine_Defense_Other_variations,"(1000, 1100]"
11RJD,r1br4/p3kppp/1bpNp3/4P3/8/PNqp1Q2/2P2PPP/R4RK1 w - - 0 19,d4d3 f3f7,1004,76,100,676,mate mateIn1 middlegame oneMove,https://lichess.org/LnBWz7FH/black#36,French_Defense French_Defense_Advance_Variation,"(1000, 1100]"
17qAG,2r4k/p5p1/4r1Qp/8/2p5/3n1RB1/PP2q1PP/5R1K w - - 2 28,e8e6 f3f8 c8f8 f1f8,1004,78,100,53,mate mateIn2 middlegame short,https://lichess.org/F04zMjnx/black#54,,"(1000, 1100]"
1cVD8,5r1k/6p1/1Q3p1p/8/PP2Pnq1/6P1/1B3P2/4RK2 b - - 5 35,g2f1 g4h3 f1g1 h3g2,1004,75,100,1238,endgame mate mateIn2 short,https://lichess.org/dOVakW0l#69,,"(1000, 1100]"
28yRp,6k1/1pQ2pp1/p1P4p/8/P1P3PK/1r5P/8/8 b - - 0 36,e7c7 g7g5 h4h5 b3h3,1004,76,100,684,deflection endgame mate mateIn2 queenRookEndgame short,https://lichess.org/dRSLRxRM#71,,"(1000, 1100]"
2JSsT,rn2r1k1/ppp2ppp/8/1P5b/2P1n3/P2BPq2/1Q3P2/R1B1K1R1 w Q - 0 19,g2f3 b2g7,1004,77,100,412,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QJhSlRwz/black#36,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation,"(1000, 1100]"
2KaKz,2r2r2/pq3pk1/1p3N1p/1P4n1/2PP4/4P1P1/2QN3P/5RK1 b - - 0 27,e4f6 g5h3,1004,75,100,651,mate mateIn1 middlegame oneMove,https://lichess.org/n1QjgZOM#53,,"(1000, 1100]"
4aBHO,6k1/4brpp/p3p3/4PB2/8/P2RPK1Q/1qp4P/8 w - - 0 34,c3c2 h3h7 g8f8 h7h8,1004,77,100,50,endgame mate mateIn2 short,https://lichess.org/rHH4QI0k/black#66,,"(1000, 1100]"
4iKE9,6k1/1bp1q1p1/3p1p1p/5P2/2PB2Q1/3P4/R4KPP/1r6 b - - 6 26,a7a2 e7e1,1004,111,100,18,endgame mate mateIn1 oneMove,https://lichess.org/GsDqhexD#51,,"(1000, 1100]"
59ljK,r3r2k/pp3p1p/3B2p1/q4P2/2pp4/P5QB/1PP2P1P/2K3R1 b - - 0 28,a2a3 e8e1 g1e1 a5e1,1004,75,100,498,mate mateIn2 middlegame queensideAttack short,https://lichess.org/C6S08aR8#55,,"(1000, 1100]"
5M9LM,r1b1r3/5pp1/p3p3/1p1nP2k/6R1/1PqQ3P/P4PP1/R5K1 w - - 4 22,g5h5 d3h7,1004,75,100,184,mate mateIn1 middlegame oneMove,https://lichess.org/vmo3GppE/black#42,,"(1000, 1100]"
5nmQE,r4kr1/pp2np2/4pB2/4P3/4bP2/2P4p/P1PR4/2KR4 w - - 4 27,f5e7 d2d8 a8d8 d1d8,1004,76,100,75,mate mateIn2 middlegame short,https://lichess.org/4rEZPtMq/black#52,,"(1000, 1100]"
5qTMp,4Rrk1/ppp3pr/3p2Qp/8/4R3/8/q4PPP/4N1K1 b - - 1 33,e7e8 a2f2 g1h1 f2f1,1004,75,100,462,mate mateIn2 middlegame short,https://lichess.org/tfwlNNzP#65,,"(1000, 1100]"
6zNdA,2rq1rk1/4bppp/p2p4/1p1np3/4Q3/1PP2b2/PBBN1PPP/R5K1 w - - 0 19,g4f3 e4h7,1004,76,100,98,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/zlQytY9o/black#36,Ruy_Lopez Ruy_Lopez_Closed,"(1000, 1100]"
7jzHZ,r7/pb1pn2R/1p2pbk1/2p5/4P3/5Q2/PqP2PP1/RN2K3 w Q - 0 21,g7g6 f3h5,1004,75,100,546,master mate mateIn1 middlegame oneMove,https://lichess.org/o7p3Muci/black#40,,"(1000, 1100]"
7vDcy,4r1k1/pp3pp1/3N4/2p4p/P1Q1p3/1P1rP1Bb/3P1P1P/R3KB1q b Q - 3 25,b5d6 h1f1,1004,82,100,48,mate mateIn1 middlegame oneMove,https://lichess.org/fSB78f8P#49,,"(1000, 1100]"
8sZD4,2r1qrk1/1pp1bppp/p7/8/4Qp2/P3B2R/1PP3PP/3R2K1 w - - 0 22,e5f4 e4h7,1004,81,100,49,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Mto8jqrv/black#42,,"(1000, 1100]"
98HAm,2r3k1/p4p1r/7P/2qQ1Rp1/6P1/8/PP6/1K5R b - - 2 29,f1f5 c5c2 b1a1 c2c1 h1c1 c8c1,1004,75,100,475,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/cjIyjaKj#57,,"(1000, 1100]"
9X2Bw,7Q/5p1p/4p1p1/q1B2k2/3Pn3/2n1PP2/5P1P/6K1 w - - 4 30,f6f5 h8e5,1004,76,100,170,endgame mate mateIn1 oneMove,https://lichess.org/HeTtDN5f/black#58,,"(1000, 1100]"
A7oil,r2q3Q/1b2k1p1/p3p1B1/1p1pP3/2pP4/2P1P3/PP1BK2P/8 w - - 2 27,f8e7 h8g7,1004,76,100,185,endgame mate mateIn1 oneMove,https://lichess.org/bIHvKhym/black#52,,"(1000, 1100]"
ANFKH,r1bq1rk1/ppp1bppp/4p3/4P1N1/1n1PN3/8/PPQ2PPP/R1B2RK1 w - - 7 14,d5b4 e4f6 g7f6 c2h7,1004,108,100,23,discoveredAttack kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/rfUcWgNR/black#26,French_Defense French_Defense_Tarrasch_Variation,"(1000, 1100]"
CBwVP,r4rk1/5ppp/p7/2ppB2n/4pPq1/1P2P3/P1PPQK2/RN3R2 b - - 3 18,e1e2 g4g3,1004,75,100,360,mate mateIn1 middlegame oneMove,https://lichess.org/QhpQgzCK#35,Bird_Opening Bird_Opening_Other_variations,"(1000, 1100]"
D1NQM,2r3k1/2r1bp1p/1q5p/np1pP1N1/3P2p1/P6P/3N1Q2/R4RK1 w - - 0 24,g7h6 f2f7 g8h8 f7h7,1004,75,100,175,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dE0omGw4/black#46,,"(1000, 1100]"
DDPyX,r1b2k1r/ppp1n1p1/6p1/b3N3/4q3/1QP5/P4PPP/R4RK1 w - - 0 17,h7g6 b3f7,1004,81,100,39,mate mateIn1 middlegame oneMove,https://lichess.org/ZXJSBbEG/black#32,Scotch_Game Scotch_Game_Scotch_Gambit,"(1000, 1100]"
DjQD2,7Q/p1ppq2p/1p1b2pk/8/3Nn3/2N5/PPP2PPP/4RK2 b - - 1 16,a1e1 e4d2 f1g1 e7e1,1004,75,100,285,deflection discoveredAttack mate mateIn2 middlegame short,https://lichess.org/PvGfaISZ#31,Italian_Game Italian_Game_Other_variations,"(1000, 1100]"
03Xkm,4rk2/4p3/4QPp1/2pP2N1/qp2P3/1p6/8/1K1R3R b - - 2 34,a1b1 a4a2 b1c1 a2c2,1101,78,100,84,endgame mate mateIn2 short,https://lichess.org/UimASA3v#67,,"(1100, 1200]"
0KG2p,r3r1k1/p4ppp/1qp2n2/3p4/6b1/PBNP4/1PP2QPP/R1B1R1K1 b - - 0 14,d2f2 e8e1,1101,75,100,269,kingsideAttack mate mateIn1 middlegame oneMove pin,https://lichess.org/U5a08xHt#27,Russian_Game Russian_Game_Italian_Variation,"(1100, 1200]"
