PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D,GPT_BestMove
IiL0I,7r/pp2pkbp/5pp1/3N4/3n4/3b3P/PP1B1PP1/3RK1NR b K - 1 16,c7d5 d4c2,902.0,76.0,100.0,386.0,mate mateIn1 middlegame oneMove,https://lichess.org/wyqpGWBO#31,Pirc_Defense Pirc_Defense_Byrne_Variation,"(900, 1000]",d4c2,d4c2,d3a6,h7h5,d3f1,d4c2
0dNdD,r4k2/pb2qPbQ/1p1p4/2pP4/5R2/1N6/PP2r1PP/R5K1 w - - 0 23,e3e2 h7g8,903.0,76.0,100.0,79.0,mate mateIn1 middlegame oneMove,https://lichess.org/qoSMy0sd/black#44,,"(900, 1000]",h7g8,h7g8,g1f1,h7h3,a1b1,h7g8
1Eg1R,5rk1/rpp2pp1/1p6/4pN2/3p4/1P6/P1PP1n2/1K1R3R w - - 1 25,h3f2 f5e7,903.0,75.0,100.0,794.0,endgame mate mateIn1 oneMove,https://lichess.org/O7KmtduW/black#48,,"(900, 1000]",f5e7,h1h8,d2d3,d1c1,f5e7,f5e7
1fn4L,5r2/4pp2/3p1k2/p1rP2R1/1p1R2pP/8/PPP3P1/1K6 w - - 3 33,g6f6 d4f4,903.0,75.0,100.0,415.0,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/RMbcDGMM/black#64,,"(900, 1000]",d4f4,g5g4,g5g7,b2b3,d4f4,d4f4
1zSCh,5rk1/p4p2/6rp/6n1/3P1B1P/4P2b/PQ3PBP/2R2RK1 b - - 0 26,g3h4 g5f3 g1h1 h3g2,903.0,77.0,100.0,96.0,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/g7Ke2Y09#51,,"(900, 1000]",g5f3,g6e6,f8a8,h3c8,g5f3,g6e6
2DAXC,8/5kpp/R4p2/P7/6PK/r6P/8/8 b - - 4 43,g3h4 g7g5 h4h5 a3h3,903.0,76.0,100.0,1200.0,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/GCq5drDC#85,,"(900, 1000]",g7g5,a3a2,g7g5,a3d3,a3g3,a3a2
2HMoo,8/8/4R3/4p2p/7k/5P2/r2p2PP/2R2K2 b - - 0 55,d1c1 d2c1q,903.0,78.0,100.0,108.0,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/SxyJM0vq#109,,"(900, 1000]",d2c1,d2c1b,d2d1r,d2c1q,a2c2,d2d1r
2VPOz,4kr2/1P2b1pQ/1qppb3/1p6/7N/2N5/PPP3PP/R1B2R1K b - - 0 18,f3h4 f8f1,903.0,75.0,100.0,552.0,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/IWU0a5z6#35,Rat_Defense Rat_Defense_Harmonist,"(900, 1000]",f8f1,f8f1,e6f5,e7g5,b6c5,f8f1
2Zu46,r6r/ppR3pp/3kb3/7Q/8/3p4/Pq3PPP/5RK1 w - - 1 18,e7d6 h5c5,903.0,81.0,100.0,57.0,mate mateIn1 middlegame oneMove,https://lichess.org/5dH9d6Tr/black#34,Four_Knights_Game Four_Knights_Game_Italian_Variation,"(900, 1000]",h5c5,f1a1,h5h6,h5c5,h5e5,h5e5
4EZ5l,8/3r1pk1/p1q2b1p/R4Qp1/2P5/1P2B1PP/P4P2/6K1 b - - 0 27,h2h3 d7d1 g1h2 c6h1,903.0,85.0,100.0,39.0,endgame mate mateIn2 short,https://lichess.org/NxeMAjaC#53,,"(900, 1000]",d7d1,c6a8,g7f8,c6e6,d7d1,c6e6
4K9z0,8/ppR3pk/7p/3P1pbq/1P2p3/P3P3/5PQ1/5K2 b - - 8 33,c1c7 h5d1,903.0,77.0,100.0,408.0,endgame mate mateIn1 oneMove,https://lichess.org/fiAQEpgt#65,,"(900, 1000]",h5d1,h5d1,g5f4,h5e2,a7a5,h5e2
82FV5,r3nrk1/6p1/4p1P1/p1p1p3/P1bp3Q/R7/1PP3PP/7K w - - 0 26,f6e5 h4h7,903.0,78.0,100.0,330.0,endgame mate mateIn1 oneMove,https://lichess.org/Tx6T2PtV/black#50,,"(900, 1000]",h4h7,h4h8,h4f6,h4h7,a3f3,h4f6
88nSI,5rk1/p7/3Qb1p1/4p2p/8/1q4P1/1B6/K2R3R b - - 1 35,a2a1 b3a2,903.0,77.0,100.0,625.0,master mate mateIn1 middlegame oneMove,https://lichess.org/bmDYyaZG#69,,"(900, 1000]",b3a2,b3a2,f8f6,b3g3,e6f5,f8f6
8YW36,r2r2k1/pp3p1p/4N1p1/8/8/P1Q2P2/qPK3PP/7R w - - 0 26,c8d8 c3g7,903.0,76.0,100.0,118.0,endgame mate mateIn1 oneMove,https://lichess.org/uMFQHFOp/black#50,,"(900, 1000]",c3g7,c3e5,c3g7,h1b1,h2h4,c3g7
8qiDH,6k1/p5r1/1p6/2ppPQ2/5R2/P3q2P/6PK/8 b - - 1 34,g1h2 e3g3 h2g1 g3g2,903.0,76.0,100.0,245.0,endgame mate mateIn2 short,https://lichess.org/DVfaLlU2#67,,"(900, 1000]",e3g3,e3d4,e3e2,e3g3,e3c1,e3g3
AJLXC,rn1q1rk1/ppp4p/3b4/3PpQ2/8/2NB4/PPP3PP/R1B3K1 w - - 1 16,e8f8 f5h7,903.0,77.0,100.0,114.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/OutNV8PG/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit,"(900, 1000]",f5h7,a1b1,h2h3,f5h7,a2a3,f5h7
ANnZt,1R6/5ppk/7p/5PPP/8/p4K2/1pr5/8 w - - 0 44,a4a3 g5g6 f7g6 f5g6,903.0,79.0,100.0,64.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/Umpe9fGw/black#86,,"(900, 1000]",g5g6,g5g6,f3g3,f3g4,f3e3,g5g6
ArcQw,8/6p1/8/pB5p/P3p1kP/6P1/6K1/2n5 w - - 6 45,d3c1 b5d7,903.0,76.0,100.0,314.0,endgame mate mateIn1 oneMove,https://lichess.org/SRLPAJiE/black#88,,"(900, 1000]",b5d7,b5d7,b5c4,b5f1,b5d3,b5d7
BWkJw,8/p1R5/5pk1/3qr1p1/8/7Q/PP6/1K1N1r2 w - - 2 54,h6g6 h3h7,903.0,77.0,100.0,383.0,endgame mate mateIn1 oneMove,https://lichess.org/fQYTp0CH/black#106,,"(900, 1000]",h3h7,h3d7,h3d3,c7h7,h3h7,c7h7
Bq6yc,2kr3r/ppp2ppp/3bb3/4q3/Q7/2P1B2P/PP2BPP1/RN2R1K1 b - - 0 14,c1e3 e5h2 g1f1 h2h1,903.0,94.0,100.0,37.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/RVejwhWn#27,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation,"(900, 1000]",e5h2,e6b3,e5h2,d6e7,h8g8,e5h2
CFLLo,5r2/pb5k/1p3p1P/2qp4/2r2PQ1/1K6/PPN5/R7 w - - 2 35,g6h7 g4g7,903.0,75.0,100.0,192.0,mate mateIn1 middlegame oneMove,https://lichess.org/MD5kfem1/black#68,,"(900, 1000]",g4g7,g4g7,c2d4,g4f5,a1h1,g4g7
CT2MT,5rk1/pp1b3p/2pbpn1q/3p1pP1/2PP4/1P2PB2/PB1Q1NPP/5RK1 b - - 0 21,f4g5 h6h2,903.0,76.0,100.0,418.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eJh8vN6M#41,,"(900, 1000]",h6h2,d6e5,h6h2,d6h2,h6g6,d6e5
0XAE7,1Q6/5ppk/3Qp2p/3p1q2/8/2P5/r4RPP/2R3K1 b - - 0 31,f1f2 f5f2 g1h1 f2g2,1001.0,78.0,100.0,108.0,endgame mate mateIn2 short,https://lichess.org/6Vc9LAco#61,,"(1000, 1100]",f5f2,f5f2,f5f3,f7f6,h7g6,f5f2
0jehT,6qk/7b/8/2Qp4/P2P3P/6P1/8/6K1 b - - 0 41,f2g3 g8g3 g1f1 h7d3,1001.0,74.0,100.0,161.0,endgame mate mateIn2 short,https://lichess.org/S4V6GcMW#81,,"(1000, 1100]",g8g3,g8g5,h7b1,g8g3,g8e6,h7b1
18pcF,8/6pk/Q5pp/3P3r/8/6qP/PP4P1/6RK b - - 0 28,c4a6 h5h3 g2h3 g3h3,1001.0,77.0,100.0,89.0,endgame mate mateIn2 sacrifice short,https://lichess.org/nWZa7V4r#55,,"(1000, 1100]",h5h3,h5h3,g3e1,h7h8,h7g8,g3e1
1ccOD,7k/1p4pp/p1qQBbb1/2P1p3/1P3p2/P6P/1B3PP1/6K1 w - - 6 31,c7c6 d6f8,1001.0,76.0,100.0,587.0,endgame mate mateIn1 oneMove,https://lichess.org/UkrTwiC4/black#60,,"(1000, 1100]",d6f8,e6d7,e6d5,d6e5,d6f8,d6e5
2x2QJ,2r2rk1/p4pp1/1p2pq2/3p4/3n4/P3PNP1/1PQ2PP1/1R2K2R w K - 0 19,h8g8 c2h7,1001.0,79.0,100.0,54.0,mate mateIn1 middlegame oneMove,https://lichess.org/BEvDL2u0/black#36,Mikenas_Defense Mikenas_Defense_Other_variations,"(1000, 1100]",c2h7,f3h4,c2h7,c2f5,h1f1,c2f5
3bfwL,4k3/ppp5/6n1/1P1p1p2/P2P1Pnp/2P2N1K/6PB/8 b - - 1 30,d2f3 g4f2,1001.0,77.0,100.0,89.0,endgame mate mateIn1 oneMove,https://lichess.org/kbNHhlIw#59,,"(1000, 1100]",g4f2,a7a5,e8f8,g6e5,g4f2,g4f2
476WC,8/pp3k1p/2p3p1/3p1nK1/3P1BPP/1PP5/P7/8 b - - 0 33,g3g4 h7h6,1001.0,75.0,100.0,76.0,endgame mate mateIn1 oneMove,https://lichess.org/Gq4Ggx9w#65,,"(1000, 1100]",h7h6,h7h6,f7g8,c6c5,f5g7,f5g7
4pjQY,1q6/3Q1Rpk/p6p/4r3/8/2P4P/P5P1/7K b - - 2 33,e6d7 e5e1 f7f1 e1f1,1001.0,76.0,100.0,243.0,endgame mate mateIn2 short,https://lichess.org/cSJW2fTR#65,,"(1000, 1100]",e5e1,b8a7,b8b7,e5e1,e5e8,e5e1
5DZ5z,r1bq1k2/2b1np2/pnp1pNpr/1p1pP2p/1P1P4/5N2/P1P1BPPP/1RQ2RK1 w - - 0 17,h8h6 c1h6,1001.0,77.0,100.0,78.0,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/30IiGtmP/black#32,French_Defense French_Defense_Normal_Variation,"(1000, 1100]",c1h6,c1h6,e2b5,f1e1,c2c4,c1h6
5HUz1,1r1r2k1/p4ppp/2p2q2/8/Q1P2P2/5NPP/PP6/2KR2R1 b - - 0 21,d4f3 f6b2,1001.0,78.0,100.0,76.0,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/4I51yoAe#41,,"(1000, 1100]",f6b2,a7a5,f6b2,g8h8,f6g6,f6b2
6Y5Mk,4kb1r/3p1p2/p2P2pp/3QPp2/1N3P2/4q3/PP4PP/2r2R1K w k - 1 26,c8c1 d5a8 c1c8 a8c8,1001.0,75.0,100.0,1297.0,mate mateIn2 middlegame short,https://lichess.org/YFjpqwTL/black#50,,"(1000, 1100]",d5a8,d5c5,d5a8,b4c2,b4d3,d5a8
6h3PX,8/1p2N1R1/3p1B1k/4p2b/2P2b2/7P/1r6/6K1 w - - 15 53,h7h6 e7f5,1001.0,75.0,100.0,245.0,endgame mate mateIn1 oneMove,https://lichess.org/WCCFWIYX/black#104,,"(1000, 1100]",e7f5,e7f5,g7g3,g7f7,g7g2,g7f7
8DPWj,8/3q1pk1/p5p1/1pp1p3/4Pn1p/P1P1QP2/1PB5/5N1K b - - 3 41,h2f1 d7h3 f1h2 h3g2,1001.0,85.0,100.0,40.0,endgame fork mate mateIn2 short,https://lichess.org/JTmUHHNw#81,,"(1000, 1100]",d7h3,c5c4,h4h3,d7b7,d7h3,d7b7
A8cC9,1r1k2r1/p2bpQ2/2p2B2/qp5p/2nP3P/2N2P2/1PP1N1P1/2KR3R b - - 0 20,e5f6 a5a1 c3b1 a1b2,1001.0,76.0,100.0,82.0,mate mateIn2 middlegame queensideAttack short,https://lichess.org/E2cydZWQ#39,,"(1000, 1100]",a5a1,a5a6,a5a4,a5a1,c6c5,a5a4
ATEOs,7r/4R3/1p1p1p2/1b1P4/3NPkp1/P1N5/1P3KPr/4R3 b - - 0 29,f5d4 g4g3 f2g1 h2h1,1001.0,75.0,100.0,106.0,mate mateIn2 middlegame short,https://lichess.org/6E0rCFL3#57,,"(1000, 1100]",g4g3,h8c8,f6f5,g4g3,b5d7,b5d7
CuhEi,6k1/B1p2ppp/1p6/8/5R2/1QP1n1PP/PP2qP2/7K b - - 0 28,h2h1 e2f1 h1h2 f1g2,1001.0,76.0,100.0,337.0,endgame mate mateIn2 short,https://lichess.org/zNuC5k86#55,,"(1000, 1100]",e2f1,e2d1,e2f1,e3c2,e2e1,e2f1
Cxa7g,1r1bQ3/1p4pk/4Rp1p/q1Pp4/3P1P1N/4P3/6PP/6K1 b - - 4 27,f3h4 a5e1,1001.0,76.0,100.0,141.0,endgame mate mateIn1 oneMove,https://lichess.org/Yuht8eTS#53,,"(1000, 1100]",a5e1,a5d2,a5a7,a5a4,a5e1,a5d2
Cz8h6,8/8/8/5R1p/5p2/3n1K1k/8/8 w - - 0 54,h4h3 f5h5,1001.0,122.0,100.0,26.0,endgame mate mateIn1 oneMove,https://lichess.org/aSmGYwqD/black#106,,"(1000, 1100]",f5h5,f5c5,f5g5,f5h5,f5f7,f5h5
Dge2h,r1k2b1r/ppp2Np1/7p/3Qpb2/4N3/1P6/PqnP1PPP/R2K3R w - - 2 16,a3b2 d5d8,1001.0,77.0,100.0,563.0,mate mateIn1 middlegame oneMove,https://lichess.org/fuBLehzC/black#30,Four_Knights_Game Four_Knights_Game_Italian_Variation,"(1000, 1100]",d5d8,e4c3,f7d8,f7h6,d5d8,f7d8
EeM8G,1k5r/pp4Qp/1qpp4/6B1/4P1n1/2N5/PPP5/3RK3 b - - 0 26,f7g7 b6f2,1001.0,76.0,100.0,443.0,mate mateIn1 middlegame oneMove,https://lichess.org/SfKmhAmi#51,,"(1000, 1100]",b6f2,b6g1,b6f2,h8d8,b8a8,b6f2
GS8xu,2rk1b1r/2q3pp/3p1p2/1B1n2B1/1p4PP/8/PPPR1P2/2K1R3 w - - 0 20,f7f6 e1e8,1001.0,76.0,100.0,166.0,mate mateIn1 middlegame oneMove,https://lichess.org/vvktGxHk/black#38,,"(1000, 1100]",e1e8,b2b3,e1e8,b5d3,b5f1,b2b3
GTu6D,8/pppR2pk/4pp2/2P3PK/5P1P/7r/P6r/8 w - - 1 35,e2h2 g5g6 h7h8 d7d8,1001.0,77.0,100.0,157.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/5XA8HpgS/black#68,,"(1000, 1100]",g5g6,d7d8,h5g4,g5g6,d7g7,d7g7
GrdWB,6k1/p6R/1p2prp1/4Pp2/2rp4/2qB1P2/2P1K2R/8 w - - 0 32,c8c4 h7h8 g8f7 h2h7,1001.0,77.0,100.0,85.0,endgame mate mateIn2 short,https://lichess.org/FXsxUxd6/black#62,,"(1000, 1100]",h7h8,d3e4,h2h3,e5f6,h7h8,e5f6
GvYwd,4R3/3r1kp1/p3R3/3p1PP1/2pn4/3n1PK1/1P6/8 w - - 0 44,c6d4 g5g6,1001.0,75.0,100.0,290.0,endgame mate mateIn1 oneMove,https://lichess.org/9rCp4Ajv/black#86,,"(1000, 1100]",g5g6,e6e7,e8a8,g5g6,e8g8,g5g6
H26tS,5bk1/5pp1/2Q5/2p2P1P/2P3nq/3P2P1/5P2/4R1K1 b - - 0 36,g2g3 h4h2 g1f1 h2f2,1001.0,79.0,100.0,539.0,endgame mate mateIn2 short,https://lichess.org/09rzMsD3#71,,"(1000, 1100]",h4h2,g4h2,h4h5,g4f6,h4h2,g4f6
IhVQ6,r3b1k1/p5pr/2p3Q1/1p3p1p/3P1P1q/B7/6P1/2R1R1K1 w - - 0 30,f7e8 e1e8 a8e8 g6e8,1001.0,75.0,100.0,236.0,mate mateIn2 middlegame short,https://lichess.org/g0K4J4tk/black#58,,"(1000, 1100]",e1e8,e1e8,e1d1,g2g4,e1e3,e1e8
1mKLd,r2q3r/2p2p1k/p2p1pnp/1p1PpN1Q/8/P2PP2P/BPP3P1/R5K1 w - - 5 18,f8h8 h5h6 h7g8 h6g7,1002.0,77.0,100.0,77.0,mate mateIn2 middlegame short,https://lichess.org/p2smBhRB/black#34,Italian_Game Italian_Game_Giuoco_Pianissimo,"(1000, 1100]",h5h6,a1f1,h5h6,b2b3,a2b3,h5h6
2H8Ov,8/8/2b5/2p3R1/2P1p2p/1P1pNr2/3K1k2/8 w - - 6 63,g3f2 g5g2,1002.0,75.0,100.0,369.0,endgame mate mateIn1 oneMove,https://lichess.org/NbVVLiB8/black#124,,"(1000, 1100]",g5g2,g5g2,e3c2,d2c1,g5c5,g5c5
3Ty58,kr2qbnr/pp4pp/2N1pp2/1N6/8/8/PPbP1PPP/R1B2RK1 w - - 0 16,c8b8 b5c7,1002.0,76.0,100.0,221.0,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/YCMuzdGd/black#30,Scandinavian_Defense Scandinavian_Defense_Blackburne_Gambit,"(1000, 1100]",b5c7,a2a3,b5c7,b5a3,f2f4,b5c7
4CQrd,b1r3k1/p2p2pp/3Np3/2p3B1/2P4q/2QP1P2/PP3P1P/R4RK1 b - - 0 23,e3g5 h4g5 g1h1 a8f3,1002.0,75.0,100.0,222.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/NOJJlflq#45,,"(1000, 1100]",h4g5,c8d8,h4g5,c8e8,h4e4,h4g5
4uGHw,r2qr1k1/pb1n1pp1/1p2p2p/3nN3/3P4/B2BP3/P1Q2PPP/R4RK1 w - - 2 15,b8d7 d3h7 g8h8 e5f7,1002.0,76.0,100.0,212.0,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IckLIMOA/black#28,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation,"(1000, 1100]",d3h7,d3h7,f1e1,a3d6,c2e2,a3d6
5Slp4,5rr1/p1p3k1/1p1b3p/1N4pB/4R3/1Q6/PP3qPP/4R2K b - - 1 23,g1h1 f2f1 e1f1 f8f1,1002.0,78.0,100.0,619.0,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/o41nMl8z#45,,"(1000, 1100]",f2f1,f8f3,f2f1,g7f6,f2g3,f2f1
5iTcG,8/6k1/pR2Q1p1/P2p3p/3P3P/8/2r2qP1/3K4 b - - 8 43,e1d1 f2d2,1002.0,77.0,100.0,92.0,endgame mate mateIn1 oneMove,https://lichess.org/jlltYowa#85,,"(1000, 1100]",f2d2,f2f5,f2f7,f2d2,c2d2,f2f7
5nQeO,5r2/1pp3k1/3p2p1/pP1qp2P/P7/5PQ1/5r2/6RK w - - 0 40,c2f2 g3g6 g7h8 g6g7,1002.0,76.0,100.0,442.0,endgame mate mateIn2 short,https://lichess.org/JWcE6o3p/black#78,,"(1000, 1100]",g3g6,g1b1,g3g6,g1d1,g1a1,g1b1
6zaVD,6kr/p4pp1/3Npn2/8/2PP2q1/4PNP1/2Q2PK1/1R3R2 b - - 4 27,a1b1 g4h3 g2g1 h3h1,1002.0,76.0,100.0,505.0,mate mateIn2 middlegame short,https://lichess.org/MsxSpdxc#53,,"(1000, 1100]",g4h3,g4g5,g4h3,g4f5,g7g6,g4h3
8ET2i,6k1/5R2/p3p2p/3bN1p1/P1p5/2P3P1/1r1n2PP/1B4K1 w - - 12 34,g7g8 b1h7 g8h8 e5g6,1002.0,76.0,100.0,99.0,endgame mate mateIn2 short,https://lichess.org/5K9a5fhC/black#66,,"(1000, 1100]",b1h7,e5g4,b1h7,h2h3,f7d7,f7d7
8KSPa,1r5r/pb1R3p/1p3kp1/4qp2/8/7Q/PPP1B3/1K6 w - - 0 29,g7f6 h3h4 g6g5 h4h6,1002.0,76.0,100.0,94.0,mate mateIn2 middlegame short,https://lichess.org/We9QkmRG/black#56,,"(1000, 1100]",h3h4,a2a4,e2b5,b2b4,h3h4,e2b5
8ce9a,1kb4q/p4R1P/2p3p1/P2pNp2/2pP1P2/8/3K4/7r w - - 6 41,c1h1 e5c6 b8a8 f7a7,1002.0,75.0,100.0,241.0,arabianMate endgame mate mateIn2 short,https://lichess.org/eLSm6lF5/black#80,,"(1000, 1100]",e5c6,f7c7,e5c6,e5d3,d2e2,e5c6
APiV5,1r5q/p1k4r/1p1pQ3/2pB4/5B2/1P6/P2P1PPP/R5K1 b - - 2 22,e3f4 h8a1 e6e1 a1e1,1002.0,76.0,100.0,248.0,hangingPiece mate mateIn2 middlegame short,https://lichess.org/ew1NUg4o#43,,"(1000, 1100]",h8a1,h8a1,h8f8,h8g8,b8b7,h8g8
AYCjl,r4rk1/1p6/p1p3pp/3b4/P4q2/2PQ4/1PB2PP1/R5K1 w - - 0 28,f7g6 d3g6 g8h8 g6h7,1002.0,75.0,100.0,323.0,mate mateIn2 middlegame short,https://lichess.org/gMIRvcR9/black#54,,"(1000, 1100]",d3g6,d3g6,g2g3,c2b3,d3a6,d3g6
AaqRI,4r3/6p1/p7/1p4R1/1P2rk2/2P2N2/P3pKP1/8 w - - 14 47,g4f4 g2g3,1002.0,75.0,100.0,170.0,endgame mate mateIn1 oneMove,https://lichess.org/hNKee8KN/black#92,,"(1000, 1100]",g2g3,g5c5,f3d2,f3d4,g2g3,f3d4
AqJhm,8/8/6p1/6k1/5qP1/6QK/8/8 w - - 6 52,d2f4 g3h4,1002.0,80.0,100.0,153.0,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/IBDqOybO/black#102,,"(1000, 1100]",g3h4,g3f4,g3d3,h3g2,g3h4,g3f4
Bve8f,8/pkp4R/1p2N3/4P3/4r1p1/1KP2bP1/PP5P/8 b - - 6 38,h8h7 f3d1 b3a3 e4a4,1002.0,76.0,100.0,338.0,endgame mate mateIn2 short,https://lichess.org/pC4ljMci#75,,"(1000, 1100]",f3d1,f3e2,e4e5,a7a5,f3d1,f3e2
Ce4xI,rn1q1bkr/pp2p1pp/2p2n2/4N3/6Q1/8/PPPP2PP/RNB1K2R w KQ - 1 10,e4f6 g4e6,1002.0,77.0,100.0,135.0,mate mateIn1 oneMove opening,https://lichess.org/NhpyH9Hc/black#18,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack,"(1000, 1100]",g4e6,g4e2,c2c3,g4e6,g4h5,g4e6
Ce9GB,3r3k/1p3Qpp/p7/8/2Brb3/1P6/P2q2PP/4RRK1 b - - 4 26,h5f7 d2g2,1002.0,75.0,100.0,682.0,mate mateIn1 middlegame oneMove,https://lichess.org/WiuSLJ6j#51,,"(1000, 1100]",d2g2,e4f3,e4g2,d2g2,d2e3,d2g2
DnUgU,7k/1p4pp/p5q1/8/2Qr2P1/5P2/PP4K1/8 w - - 0 33,d8d4 c4c8 d4d8 c8d8 g6e8 d8e8,1002.0,74.0,100.0,3173.0,backRankMate endgame long mate mateIn3,https://lichess.org/8ReMkIx2/black#64,,"(1000, 1100]",c4c8,f3f4,c4c8,b2b4,c4d4,c4d4
EuHwD,r2q1Bk1/pp1n1p1n/7Q/3p2b1/3P4/3p1P1P/PPP1rP2/R2K2R1 w - - 6 19,f4g5 h6g7,1002.0,77.0,100.0,60.0,mate mateIn1 middlegame oneMove,https://lichess.org/Y2ocuugk/black#36,French_Defense French_Defense_Exchange_Variation,"(1000, 1100]",h6g7,g1g3,g1g5,h6g7,f8d6,f8d6
F8Mu4,8/pRq1rp1k/6p1/7p/4B1n1/2PP1Q2/P1P3PP/5R1K b - - 3 22,b8b7 c7h2,1002.0,75.0,100.0,685.0,mate mateIn1 middlegame oneMove,https://lichess.org/vty1udbB#43,,"(1000, 1100]",c7h2,c7h2,e7e8,c7a5,c7c3,c7c3
HDoEN,6rk/p3R1p1/1b6/8/1P4Q1/2P3P1/q4P1P/5NK1 b - - 0 31,e4g4 a2f2 g1h1 f2f1,1002.0,83.0,100.0,39.0,deflection endgame mate mateIn2 short,https://lichess.org/A9APWdH7#61,,"(1000, 1100]",a2f2,a7a5,a2a1,a2f2,g7g5,a2f2
IkPNV,rn1k1bnr/pbq1pQpp/2p5/1p2N3/2pP4/4P3/PP3PPP/RNB1KB1R w KQ - 1 8,e8d8 f7f8,1002.0,86.0,100.0,72.0,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/fkRWc6ZG/black#14,Queens_Gambit_Accepted Queens_Gambit_Accepted_Slav_Gambit,"(1000, 1100]",f7f8,f7g8,f7e7,f7f8,d4d5,f7e7
1SeMt,6k1/6p1/pp1Q1n2/8/3P2p1/2P3Bq/P1P1rR1P/6K1 b - - 6 32,f1f2 e2e1 f2f1 h3f1,1003.0,76.0,100.0,218.0,endgame mate mateIn2 short,https://lichess.org/dA1IZQes#63,,"(1000, 1100]",e2e1,g8h8,h3f1,g8f7,e2e1,h3f1
1pj93,3k1r2/rp2q1b1/pN1p3p/PbpPn1pB/N5Q1/4P3/1P4PP/2KRR3 w - - 13 23,d7e5 g4c8,1003.0,75.0,100.0,447.0,mate mateIn1 middlegame oneMove,https://lichess.org/wUyljy3k/black#44,,"(1000, 1100]",g4c8,g4e4,g4g5,g4f5,g4c8,g4c8
2BLlS,1R6/4kpp1/4p1p1/3pB3/3P3n/4qP1P/1R4PK/2r5 w - - 2 33,f8e7 b2b7 c1c7 b7c7,1003.0,76.0,100.0,55.0,endgame mate mateIn2 short,https://lichess.org/3FS9tcIP/black#64,,"(1000, 1100]",b2b7,b8h8,b2c2,b2b7,b2d2,b2b7
2njTx,Q7/p4pkp/8/5q2/8/1N2b1Nb/PPP3rP/1K1R3R b - - 4 22,e4g3 f5c2 b1a1 c2b2,1003.0,75.0,100.0,494.0,mate mateIn2 middlegame queensideAttack short,https://lichess.org/SMQTfKQR#43,,"(1000, 1100]",f5c2,f5g4,f5f4,g2g3,f5c2,f5c2
4TKRv,rn3rk1/1pp2ppR/p2p2P1/5N2/4P3/2N1b3/PPP5/R2QKBq1 b Q - 4 18,c4f1 g1f2,1003.0,79.0,100.0,84.0,mate mateIn1 oneMove opening,https://lichess.org/e8ydkNUO#35,Philidor_Defense Philidor_Defense_Exchange_Variation,"(1000, 1100]",g1f2,g1f2,a6a5,e3h6,b8c6,g1f2
4l60B,3R1r1k/1b3p1p/p1p1pR2/4q3/6Q1/PB6/1PP3PP/7K b - - 0 25,d1d8 e5e1 f6f1 e1f1,1003.0,75.0,100.0,86.0,mate mateIn2 middlegame short,https://lichess.org/NpLFGT4U#49,,"(1000, 1100]",e5e1,h7h6,e5d6,e5g5,e5e1,e5g5
4qVqV,r1b1kb1r/ppp2ppp/2p5/4N3/3qn3/5P2/PPPP2PP/RNBQK2R b KQkq - 0 7,f2f3 d4f2,1003.0,77.0,100.0,605.0,mate mateIn1 oneMove opening,https://lichess.org/okZEF7DX#13,,"(1000, 1100]",d4f2,d4f2,f7f6,d4g1,e4f2,d4f2
6ZCh4,8/5R1P/4k3/7r/8/5RP1/1r6/5K2 b - - 2 50,g2f1 h5h1,1003.0,75.0,100.0,488.0,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/cyo9zl9m#99,,"(1000, 1100]",h5h1,b2b1,h5h1,e6d5,b2b7,e6d5
78tnW,8/8/8/8/7k/8/P7/2BB1qRK b - - 1 50,g2g1 f1h3,1003.0,79.0,100.0,86.0,endgame mate mateIn1 oneMove,https://lichess.org/ZJF0A7cJ#99,,"(1000, 1100]",f1h3,f1h3,f1g1,f1d3,f1c4,f1h3
