PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D,GPT_BestMove
DD5an,8/1PR5/5k2/P7/5K2/5P1P/5b2/1r6 b - - 0 58,b6b7 b1b4 c7c4 b4c4,1425.0,75.0,100.0,332.0,endgame mate mateIn2 short,https://lichess.org/kr6NW59Q#115,,"(1400, 1500]",b1b4,f2a7,b1b4,f2g1,f2g3,b1b7
842kW,7k/2R5/5Kp1/6P1/5P2/p7/8/5r2 w - - 4 46,h7h8 f6g6 f1f4 c7c8 f4f8 c8f8,1426.0,88.0,100.0,51.0,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/9Wl5NSyv/black#90,,"(1400, 1500]",f6g6,c7a7,c7c8,f6g6,f6e6,c7h7
AY4BY,5rk1/5pbp/6p1/1p1RPn2/5P2/1P5P/q1r3P1/2NQR1BK b - - 4 26,e2c1 f5g3 h1h2 c2g2,1426.0,85.0,100.0,109.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/xbZv7eec#51,,"(1400, 1500]",f5g3,f5g3,c2c7,g6g5,a2a4,a2a6
BiXUC,2kr3r/p2n1pp1/1p2pn1p/1Bp1B3/8/P1P2P2/P4P1P/R2R2K1 w - - 4 16,e8c8 b5a6,1426.0,74.0,100.0,191.0,mate mateIn1 middlegame oneMove,https://lichess.org/F2yI5xtO/black#30,French_Defense French_Defense_Knight_Variation,"(1400, 1500]",b5a6,g1h1,a1b1,e5d6,b5a6,b5d7
G8mbm,4rrk1/7p/p2R2p1/6Q1/8/1Pp1nP1P/P1P2q2/2K3R1 w - - 0 29,f7g6 d6g6 g8h8 g6g8 f8g8 g5f6 g8g7 f6g7,1427.0,77.0,100.0,101.0,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/qf9icidh/black#56,,"(1400, 1500]",d6g6,g5d8,g1g2,d6g6,g5e7,g5f6
IiZcV,r1k5/pppbRPq1/1n6/8/8/6P1/P6P/3R2K1 w - - 0 27,f8g7 e7e8 d7e8 f7e8q,1427.0,76.0,100.0,192.0,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/ZeNvZP4f/black#52,,"(1400, 1500]",e7e8,d1d7,d1d2,e7e8,e7e1,e7d7
0IggL,rn1qkb1r/ppp2ppp/8/4p3/2B5/1Q2P3/PP1P1PbP/R1B1K1NR w KQkq - 0 8,d5g2 c4f7 e8d7 b3e6,1428.0,74.0,100.0,1002.0,attackingF2F7 mate mateIn2 opening short,https://lichess.org/cy7VhhM9/black#14,English_Opening English_Opening_Kings_English_Variation,"(1400, 1500]",c4f7,c4f7,b3b5,e1d1,g1h3,b3b7
BgT4e,1rqb1rk1/p2p3p/b1p2p1B/4pP2/Q7/8/PPP3PP/R3K2R w KQ - 0 18,f7f6 a4g4 g8f7 g4g7 f7e8 g7f8,1428.0,75.0,100.0,1278.0,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/5oHOZb6f/black#34,Scotch_Game Scotch_Game_Benima_Defense,"(1400, 1500]",a4g4,e1f2,a4g4,h6g7,a4b3,a4g4
2KVmD,rn1qkbnr/1pp2pp1/3p3p/p3N3/P1B1P3/2N4P/1PPP1PP1/R1BbK2R w KQkq - 0 8,h5d1 c4f7 e8e7 c3d5,1429.0,75.0,100.0,1194.0,attackingF2F7 mate mateIn2 opening short,https://lichess.org/9wEC5eMu/black#14,Philidor_Defense Philidor_Defense_Other_variations,"(1400, 1500]",c4f7,c3d5,b2b4,c4f7,e1d1,c4f7
8SYS7,6R1/8/4pp1k/8/7p/6RP/1r2r1PK/8 w - - 0 50,h5h4 g8h8,1429.0,76.0,100.0,2096.0,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/fQgRrh8V/black#98,,"(1400, 1500]",g8h8,g3c3,g8b8,g8h8,g3e3,h3h4
B6PbS,r2q1rk1/6p1/2p1pp1p/3n3P/1P1PN1P1/1p3PB1/1P1Q4/1K1RR3 b - - 0 24,a3b4 a8a1 b1a1 d8a8 a1b1 a8a2 b1c1 a2a1,1429.0,75.0,100.0,709.0,attraction mate mateIn4 middlegame queensideAttack sacrifice veryLong,https://lichess.org/DcKJdnaQ#47,,"(1400, 1500]",a8a1,d8e8,a8a1,a8a4,d8b6,d5e7
30SYX,5k2/p4ppp/3p4/5N2/q3r3/3bB1Q1/P1P2PPP/1K5R b - - 0 22,c1b1 a4c2 b1a1 c2c3,1430.0,79.0,100.0,136.0,mate mateIn2 middlegame queensideAttack short,https://lichess.org/uKwy7ieQ#43,,"(1400, 1500]",a4c2,f7f6,a4c2,e4d4,a4d7,d3c2
924xh,1r1qrk2/pp1nb1p1/2p2n1p/4Nb2/3P3B/PQ6/1P2BPPP/R4RK1 w - - 2 19,f7f8 b3f7,1430.0,76.0,100.0,142.0,mate mateIn1 middlegame oneMove,https://lichess.org/7vZRpjiy/black#36,English_Opening English_Opening_Agincourt_Defense,"(1400, 1500]",b3f7,b3f7,b3d1,h2h3,f1b1,f5d7
3PiRr,3R4/1r6/4kP2/5np1/7p/7P/2r3P1/3R1KB1 b - - 2 34,d5d8 f5g3 f1e1 c2e2,1431.0,76.0,100.0,357.0,endgame mate mateIn2 short,https://lichess.org/SC9NaulB#67,,"(1400, 1500]",f5g3,c2c7,c2c6,f5g3,f5h6,r2f2
7JtMP,r7/ppp2kb1/5qp1/3b4/8/1P5Q/1P3PPP/2KR1BNR b - - 0 18,a2b3 f6b2,1431.0,75.0,100.0,485.0,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/Y8eIifBj#35,Danish_Gambit_Declined Danish_Gambit_Declined_Sorensen_Defense,"(1400, 1500]",f6b2,g7h6,f6b2,d5c6,g7f8,f6f5
AnqR7,2R4P/5p2/8/3k1Bp1/4p1P1/P3P1Nn/5r2/3b3K b - - 0 52,h7h8q d1f3,1431.0,164.0,100.0,42.0,mate mateIn1 middlegame oneMove,https://lichess.org/apdRHNbW#103,,"(1400, 1500]", d1f,f2f1,d1f3,f2h2,f2f4,d1f3
GqQQI,5k2/2q1bp2/4pNn1/p2p2B1/1p4P1/1P5P/P2Q2K1/8 w - - 3 37,g8f8 g5h6,1431.0,75.0,100.0,866.0,endgame mate mateIn1 oneMove,https://lichess.org/01hOiPev/black#72,,"(1400, 1500]",g5h6,d2e2,g5h6,f6e8,g5f4,f6e8
1DdHQ,4rk2/6pQ/6B1/2nP4/8/1P4P1/PB2q2P/R1K5 b - - 6 36,d1c1 e2e1 c1c2 e8e2,1432.0,81.0,100.0,99.0,mate mateIn2 middlegame short,https://lichess.org/gUYRHvTl#71,,"(1400, 1500]",e2e1,e2e1,e8e4,c5d7,c5a4,e2e8
5nDor,8/1p4pk/6p1/1B1Q1pK1/P2P4/4P1P1/5q1P/8 b - - 0 34,g4g5 f2e3 g5h4 e3h6,1432.0,75.0,100.0,859.0,endgame mate mateIn2 short,https://lichess.org/279gxDMC#67,,"(1400, 1500]",f2e3,f2a2,f2h2,f2e3,f2f1,f2e3
EqgW3,q4rk1/p1R2ppp/P1b1p3/2p1n1N1/3pN3/3Q4/2P2PPP/6K1 w - - 0 25,g6e5 e4f6 g7f6 d3h7,1432.0,99.0,100.0,59.0,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/lAAeKjt9/black#48,,"(1400, 1500]",e4f6,d3c4,e4f6,e4g3,d3e2,d3h7
GSKqK,r4r2/p4k1p/3pb1p1/2pN1p2/2B3q1/2Q5/PPP4P/5R1K w - - 4 23,g7f7 c3f6 f7g8 d5e7,1432.0,75.0,100.0,237.0,mate mateIn2 middlegame short,https://lichess.org/nCF5vaT0/black#44,,"(1400, 1500]",c3f6,c4a6,f1f5,c3f6,c3d2,c3f6
0qGNi,r2q1rk1/1p1nbppp/p1n1p3/2pp4/5P2/PP1PPbQ1/1BPN2PP/R2B1RK1 w - - 0 14,g4f3 g3g7,1433.0,74.0,100.0,1180.0,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/tC0HyJUb/black#26,Bird_Opening Bird_Opening_Dutch_Variation,"(1400, 1500]",g3g7,g3g7,b3b4,g3g4,d1f3,g3f3
1yNN0,rn2kb1r/pQ2pppp/2p5/8/6n1/8/PPPPBPqP/R1B1K2R w KQkq - 0 11,e4g2 b7c8,1433.0,77.0,100.0,112.0,mate mateIn1 oneMove opening,https://lichess.org/mWMMK1qE/black#20,Zukertort_Opening Zukertort_Opening_Tennison_Gambit,"(1400, 1500]",b7c8,h1g1,b7c8,b7d7,e2a6,b7c6
2C2SY,r5k1/p2q2p1/4pnRQ/2B2p2/5P2/1Pp1P2P/P1P3P1/5K2 b - - 0 29,g1f1 d7d1 f1f2 f6e4,1433.0,75.0,100.0,550.0,endgame mate mateIn2 short,https://lichess.org/giYmycGT#57,,"(1400, 1500]",d7d1,d7d6,f6e8,d7d1,d7d4,d7d1
4w7jZ,r5rk/5p1p/3q1PpQ/p2np3/1p1pP3/3P1R2/PP1R2PP/7K w - - 0 33,b6d5 h6h7 h8h7 f3h3,1501.0,76.0,100.0,666.0,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/aL32B4tU/black#64,,"(1500, 1600]",h6h7,h6h7,d2c2,g2g4,e4d5,h6h7
ERuXg,8/6Q1/3P4/2p1N1P1/r3P3/1kr5/8/1K6 b - - 0 67,d5d6 a4a1 b1a1 c3c1,1501.0,75.0,100.0,1129.0,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/v9lgOaBy#133,,"(1500, 1600]",a4a1,b3a3,a4a1,a4a3,a4b4,c3b4
4p9C2,4r3/8/8/pp3P2/8/1K6/5R2/k7 w - - 8 66,c8e8 f2f1 e8e1 f1e1,1502.0,76.0,100.0,903.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/vBOhjdNy/black#130,,"(1500, 1600]",f2f1,f2f1,f2g2,f5f6,f2d2,f2a2
02GAF,7k/R7/8/1p4KP/p4p2/1r3P2/8/8 w - - 7 44,g7h8 g5g6 b3c3 a7a8 c3c8 a8c8,1503.0,85.0,100.0,44.0,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/TJcdh3bz/black#86,,"(1500, 1600]",g5g6,a7a6,a7a8,a7b7,g5g6,a7a8
5i96r,4kr2/1q5p/pp2pB2/8/2P5/1P5Q/P2r2PP/7K w - - 0 32,f7e6 h3e6 b7e7 e6e7,1503.0,75.0,100.0,571.0,endgame mate mateIn2 short,https://lichess.org/LbsxMzMr/black#62,,"(1500, 1600]",h3e6,h3g3,h3c3,a2a3,h3e6,h3h7
E8864,6Q1/1pp1k3/5p2/p7/2Pp3p/PP1Pr2q/2K3R1/8 w - - 0 41,h2h3 g2g7 e7d6 g8d5,1503.0,74.0,100.0,1452.0,endgame mate mateIn2 short,https://lichess.org/jP9IGVmI/black#80,,"(1500, 1600]",g2g7,g2g7,g8h7,g8g4,g8g7,g2g7
G6AXm,8/1p1R3p/p4kp1/P3p3/2P1r2P/1P4K1/r5P1/3R4 w - - 0 44,f4e4 d1d6 f6f5 d7f7,1503.0,76.0,100.0,3159.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/298wp3xb/black#86,,"(1500, 1600]",d1d6,d1d2,d7e7,d1d6,d1f1,d7d6
31hYo,4r2k/b1p3pp/8/2P3q1/1P6/P2r2PQ/1B2N2P/3RKR2 b - - 1 26,a1d1 e8e2 e1e2 g5e3,1504.0,75.0,100.0,199.0,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/idsLs48t#51,,"(1500, 1600]",e8e2,g5e3,e8e2,d3f3,g5d5,g5d2
3dGKn,6rk/p1Q2p1p/2pp2r1/7q/3NP3/2P5/PP4PP/R5RK b - - 0 23,d8c7 h5h2 h1h2 g6h6,1504.0,74.0,100.0,644.0,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/SM0DTj9z#45,,"(1500, 1600]",h5h2,h5h2,g6h6,c6c5,g8f8,h5h2
6RuZI,7r/p4p1q/1pn5/3pPpk1/1PbP1Np1/P1N3Pr/5PK1/4Q1RR b - - 1 29,e2f4 h3h2 h1h2 h7h2,1504.0,75.0,100.0,986.0,mate mateIn2 middlegame short,https://lichess.org/C0XT8mpg#57,,"(1500, 1600]",h3h2,h3h2,h3h6,a7a5,f7f6,h7h3
526ek,6rk/bpp5/p2pP2p/1P1Bp1r1/P1P1Qp1q/5P2/R5PP/4NR1K b - - 2 27,a1a2 h4h2 h1h2 g5h5,1505.0,76.0,100.0,1790.0,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/bNzEOSK6#53,,"(1500, 1600]",h4h2,g5h5,c7c6,h4h2,h4g3,h4h2
ABkhQ,8/4k3/R3P1p1/3p1pP1/1b1B1P2/3P1K2/4r2r/8 w - - 0 46,b2e2 d4f6 e7f8 a6a8,1505.0,74.0,100.0,832.0,endgame mate mateIn2 short,https://lichess.org/14j9x10G/black#90,,"(1500, 1600]",d4f6,d4b2,a6a4,d4f6,a6a3,a6a7
BUSIQ,5rk1/p4ppp/4pn2/q7/2QP1B2/P3PK2/1P3PPP/2b2B1R b - - 0 17,c6c4 a5h5 g2g4 h5g4,1505.0,74.0,100.0,985.0,mate mateIn2 middlegame short,https://lichess.org/sauBuDjN#33,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,"(1500, 1600]",a5h5,a5h5,f6e8,a5e5,a5a3,f8d8
CPYy1,2r3k1/5p1p/q5pB/1pr1b3/3pP3/3P4/1P3QP1/5R1K w - - 0 35,e6a6 f2f7 g8h8 f7f8 c8f8 f1f8,1506.0,75.0,100.0,128.0,long mate mateIn3 middlegame sacrifice,https://lichess.org/pEB8zw6e/black#68,,"(1500, 1600]",f2f7,b2b3,f1e1,f2c2,f2f7,f2f7
3FiHZ,r1b2r2/pppq1p1k/5Bpp/3P4/2P1R2Q/P1Pn4/5PPP/R5K1 w - - 1 19,e8d7 h4h6 h7h6 e4h4,1507.0,81.0,100.0,131.0,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/coB3i3LS/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Ragozin_Defense,"(1500, 1600]",h4h6,h4h6,g1f1,h2h3,e4e7,e4h4
8cevD,2R5/pp3kpp/1b2p3/n2pP3/3P1PPQ/P4q2/1P6/6K1 w - - 2 33,g8f7 h4h5 g7g6 h5h7,1507.0,106.0,100.0,33.0,endgame mate mateIn2 short,https://lichess.org/RARc9CR8/black#64,,"(1500, 1600]",h4h5,c8c6,h4h5,b2b4,h4g5,h4f6
C9SN7,4k1r1/7p/p2Q4/4pp2/6q1/3KRN2/PPr2P1P/R7 b - - 1 26,e2d3 g4c4,1507.0,75.0,100.0,348.0,mate mateIn1 middlegame oneMove,https://lichess.org/PpFuhIww#51,,"(1500, 1600]",g4c4,g4b4,h7h6,g4c4,g4g5,e8d7
Epjdz,8/8/6pp/2qn1pk1/8/P5P1/1Q4KP/2N5 w - - 4 39,f6g5 h2h4 g5h5 b2e2,1507.0,74.0,100.0,211.0,endgame mate mateIn2 short,https://lichess.org/NxPNNoyx/black#76,,"(1500, 1600]",h2h4,g2f3,h2h4,c1d3,b2d2,b2b7
1jsvQ,rnb1Rrk1/pp4pp/2p5/6N1/8/2q5/P1P2PPP/R2Q2K1 w - - 2 18,f7f8 e8f8 g8f8 d1d8,1508.0,75.0,100.0,348.0,attraction kingsideAttack mate mateIn2 middlegame short,https://lichess.org/H2xELVMn/black#34,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,"(1500, 1600]",e8f8,e8f8,d1d4,d1b1,g2g4,e8f8
EHR4U,r1b1nrk1/3p1ppp/p1p1n3/1p2pN1R/4P3/1BPP4/PP3Pq1/R2QK1N1 w Q - 0 15,g5g2 f5e7 g8h8 h5h7 h8h7 d1h5,1508.0,79.0,100.0,258.0,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/zIjcYiCz/black#28,Bishops_Opening Bishops_Opening_Vienna_Hybrid,"(1500, 1600]",f5e7,e1d2,f5e7,g1f3,h5h3,rh5h7
IgV1S,2k3q1/1b2Q3/2p1p3/4Np2/2P5/1P4rP/P3R3/5K2 b - - 3 35,c5e7 g3g1 f1f2 g8g3,1509.0,106.0,100.0,78.0,endgame mate mateIn2 short,https://lichess.org/QBUCBNAl#69,,"(1500, 1600]",g3g1,g3g7,g8e8,g3g1,g3h3,q8e8
A4hGH,6k1/p4p1p/6p1/5N2/1P3Q2/P7/1K3PqP/3r4 w - - 0 28,d8d1 f4b8 d1d8 b8d8,1510.0,154.0,100.0,12.0,endgame mate mateIn2 short,https://lichess.org/XuZDZcp5/black#54,,"(1500, 1600]",f4b8,f4g3,b2c3,h2h3,f4b8,f4b8
BLIf5,3r2k1/5ppp/1Q1r2q1/4p3/8/2P5/P1bR1PPP/4R1K1 w - - 0 22,e6d6 b6d8 d6d8 d2d8,1512.0,77.0,100.0,99.0,backRankMate mate mateIn2 middlegame short xRayAttack,https://lichess.org/9hfLFCSc/black#42,,"(1500, 1600]",b6d8,h2h4,b6d8,b6d6,e1e4,b6d6
9XORt,8/5Q2/8/4q1p1/4p1k1/8/5PK1/8 w - - 0 44,g6g5 f2f3 e4f3 f7f3 g4h4 f3h3,1514.0,76.0,100.0,382.0,endgame long mate mateIn3 queenEndgame,https://lichess.org/5UzlNQz9/black#86,,"(1500, 1600]",f2f3,f7b3,f2f3,f7h7,f2f4,f7g6
G7Qtf,5rk1/p2R1ppp/2q5/8/1r2n3/1P2PQ1P/1PP3P1/5R1K w - - 0 23,c7c6 f3f7 f8f7 d7d8 c6e8 d8e8 f7f8 f1f8,1514.0,75.0,100.0,308.0,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/pvGwHD1M/black#44,,"(1500, 1600]",f3f7,d7f7,f3f7,f1g1,f3f2,f3f7
82CLi,6r1/1Q6/2p1qp1k/4p2p/3bPp1R/3P1P1P/p4P1K/8 w - - 4 40,a8g8 h4h5 h6h5 b7h7 h5g5 h3h4,1516.0,74.0,100.0,134.0,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/nmgLWvQt/black#78,,"(1500, 1600]",h4h5,b7a6,b7c6,h4h5,b7g7,b7h7
DjF6k,3K4/3P2k1/4Q1p1/8/5q2/8/8/8 b - - 0 65,d6d7 f4b8 d8e7 b8f8,1516.0,75.0,100.0,1150.0,endgame mate mateIn2 queenEndgame short,https://lichess.org/aEnjdo3n#129,,"(1500, 1600]",f4b8,f4g5,f4c1,f4b8,g7h6,f4d6
4PMnB,8/5p2/1R3P1k/pP5P/P1B2PP1/1P4K1/2r5/4r3 b - - 0 60,d6b6 e1e3 g3h4 c2h2,1517.0,74.0,100.0,464.0,endgame mate mateIn2 short,https://lichess.org/m8g2KjfJ#119,,"(1500, 1600]",e1e3,e1c1,e1e3,c2c3,e1e5,c2g2
3H8JN,r2B1r2/ppp3pp/3k4/2b5/3nP1Q1/2PP4/PP4PP/RN3RK1 b - - 0 15,g5d8 d4e2 g1h1 f8f1,1518.0,76.0,100.0,165.0,backRankMate deflection doubleCheck mate mateIn2 middlegame short,https://lichess.org/yNufulJk#29,Bishops_Opening Bishops_Opening_Berlin_Defense,"(1500, 1600]",d4e2,f8f7,d4e2,f8g8,h7h5,g7g6
A6jwt,1kqr4/2p2pp1/1pBp2n1/P2P4/3N2n1/4P1p1/P2Q2P1/1R3R1K b - - 0 26,g1h1 d8h8 h1g1 h8h1 g1h1 c8h8 h1g1 h8h2,1519.0,75.0,100.0,254.0,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/UO1qoLRF#51,,"(1500, 1600]",d8h8,g6e5,f7f6,d8h8,c8d7,d6c5
Bzgjt,b5k1/P1R2p1p/6pP/7r/2B5/8/3r1PP1/6K1 w - - 0 41,d8d2 c7c8 d2d8 c8d8,1519.0,77.0,100.0,222.0,endgame fork mate mateIn2 short,https://lichess.org/NEYdAxWl/black#80,,"(1500, 1600]",c7c8,c4d3,c7c8,c7c6,c7c5,c7f7
7pz67,2k4r/1pp2ppp/p2q4/4n3/4P1n1/2N5/PPP1QPPP/3R1RK1 b - - 1 16,a1d1 e5f3 g2f3 d6h2,1521.0,75.0,100.0,248.0,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/uH42jUNs#31,Englund_Gambit_Complex Englund_Gambit_Complex_Hartlaub-Charlick_Gambit,"(1500, 1600]",e5f3,c8d7,h7h5,e5f3,d6e6,e5f3
ELJ9F,3q1bnr/2N2ppp/2n1pk2/Q7/2pPb3/8/PP1B1P1P/R3K1N1 w Q - 2 14,b8c6 a5g5,1521.0,79.0,100.0,115.0,mate mateIn1 middlegame oneMove,https://lichess.org/3hVQqYwx/black#26,Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation,"(1500, 1600]",a5g5,a5g5,d2b4,a5b5,a2a3,q5a6
20zjp,2r1q2k/2bR2np/p3P3/2P4r/1p4N1/1P3P2/PB4K1/5R2 w - - 0 35,f5g7 b2g7 h8g8 g4f6,1522.0,76.0,100.0,1128.0,mate mateIn2 middlegame short,https://lichess.org/j2AaIhHb/black#68,,"(1500, 1600]",b2g7,g4h2,b2g7,g2f2,g2g1,e6e7
9PMhB,7k/1b4pp/p1q2p2/1p5Q/4r3/P1P3B1/B4PPP/R5K1 b - - 3 22,h4g3 e4e1 a1e1 c6g2,1522.0,115.0,100.0,37.0,discoveredAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/opQ8YNVH#43,,"(1500, 1600]",e4e1,e4e1,e4e7,c6c3,a6a5,e4e1
1OaLk,8/5p2/P3b1pk/1p1pQ3/8/2P3K1/1P6/3q4 w - - 2 55,g7h6 e5h8 h6g5 h8h4 g5f5 h4f4,1524.0,75.0,100.0,253.0,endgame long mate mateIn3,https://lichess.org/ok8B7rYx/black#108,,"(1500, 1600]",e5h8,e5h8,g3f4,e5f5,g3h2,e5f6
8XdLz,8/8/8/6pp/8/4k1PK/7P/8 b - - 4 61,g2h3 e3f3 g3g4 h5g4,1524.0,75.0,100.0,277.0,endgame mate mateIn2 pawnEndgame short zugzwang,https://lichess.org/PA8brdtV#121,,"(1500, 1600]",e3f3,h5h4,e3e4,e3f2,e3f3,e3f2
41AvI,r1b1q3/4Bkpp/p1p2p2/3p4/3P4/6P1/PP2QP1P/4R1K1 w - - 3 28,g8f7 e2h5 g7g6 h5h7,1525.0,76.0,100.0,71.0,endgame mate mateIn2 short,https://lichess.org/NVw83QHo/black#54,,"(1500, 1600]",e2h5,e2f1,e2h5,e1c1,e1a1,e7f8
DrH3C,r1b2r1k/p1p2Bpp/1p6/2bP4/2P1p3/6Pq/PBP2Q1P/R4R1K w - - 1 20,d6c5 b2g7 h8g7 f2f6,1526.0,79.0,100.0,117.0,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Qv6GAVK9/black#38,,"(1500, 1600]",b2g7,b2g7,f7g8,f2e2,f2f6,f7g8
CcEY9,3rr3/pq3p1k/3B4/4p1QP/3nN3/2p5/PPP5/1K5R w - - 2 29,g7h7 e4f6 h7h8 g5h6,1527.0,92.0,100.0,48.0,fork mate mateIn2 middlegame short,https://lichess.org/Im4oTEWI/black#56,,"(1500, 1600]",e4f6,h1h4,d6b8,g5d2,e4f6,h5h6
I1PIf,8/4Q2p/5ppk/3P4/2pqP3/5KPP/8/8 w - - 0 44,c5c4 e7f8 h6g5 h3h4 g5h5 g3g4 h5h4 f8h6,1527.0,74.0,100.0,759.0,endgame mate mateIn4 queenEndgame veryLong,https://lichess.org/UoQD2sYu/black#86,,"(1500, 1600]",e7f8,f3f4,e7f7,e7f8,d5d6,e7h4
0G5Sr,8/5pq1/6kp/1pQ3n1/6P1/P2R4/4rPK1/8 w - - 0 37,e6e2 c5f5,1529.0,76.0,100.0,238.0,endgame mate mateIn1 oneMove,https://lichess.org/SfgK5KKT/black#72,,"(1500, 1600]",c5f5,d3d1,c5g5,c5c1,c5f5,c5e7
I3Ozy,1n3rk1/2R4p/8/2p5/1p4N1/rb1B2P1/7P/4K2R w K - 0 29,a8a3 g4h6 g8h8 c7h7,1530.0,92.0,100.0,91.0,mate mateIn2 middlegame short,https://lichess.org/L6HcYyyc/black#56,,"(1500, 1600]",g4h6,d3b5,g4h6,h1f1,h2h3,d3h7
IAWs9,4r3/pp2Pprk/2b2R1p/8/1P5R/P1pN4/2P4P/2K5 w - - 9 35,c8e8 f6h6 h7g8 h6h8,1530.0,75.0,100.0,908.0,endgame mate mateIn2 short,https://lichess.org/lyvW4siG/black#68,,"(1500, 1600]",f6h6,d3f4,f6h6,h4f4,c1d1,f6h6
EJwPW,3Q1b2/pk3P2/1pb5/1P6/K7/5r2/P1P5/4B3 b - - 0 44,b4b5 f3a3,1532.0,76.0,100.0,2201.0,endgame mate mateIn1 oneMove,https://lichess.org/QK4AV1Ul#87,,"(1500, 1600]",f3a3,f3a3,f8a3,f3f5,c6b5,f3f7
HWE5T,2b2r1k/pp3rpp/2pQ3q/3p4/3P4/3BPR1P/PP1N1nP1/6K1 w - - 0 25,g4f2 d6f8 f7f8 f3f8,1532.0,74.0,100.0,3469.0,kingsideAttack mate mateIn2 middlegame short xRayAttack,https://lichess.org/dWGfBYiG/black#48,,"(1500, 1600]",d6f8,b2b3,d6f8,d3b5,d3c2,d6h2
1QEMW,3r3B/pk3q1p/1p4p1/1Qb5/4R1P1/8/P1P2P1P/4R1K1 b - - 0 30,e5h8 f7f2 g1h1 f2f3,1533.0,76.0,100.0,588.0,mate mateIn2 middlegame short,https://lichess.org/Vl5u7deM#59,,"(1500, 1600]",f7f2,c5d6,d8h8,c5f2,f7f2,f7d5
ILkho,rn5k/pp4p1/7p/q2pprNQ/8/P1p5/2P1KPPP/R6R w - - 0 20,f8f5 h5e8 f5f8 e8f8,1533.0,75.0,100.0,260.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/4VwJWqba/black#38,,"(1500, 1600]",h5e8,g5f7,h5e8,h5h3,a1a2,g5f7
0QNH6,3k4/p2pr2p/1p6/8/5Q2/2K2bP1/PPP4P/4r3 w - - 2 31,c7d8 f4b8,1534.0,76.0,100.0,411.0,endgame mate mateIn1 oneMove,https://lichess.org/blrZtzET/black#60,,"(1500, 1600]",f4b8,f4b8,h2h3,c3b4,c3b3,f4f8
CKYgR,6k1/pb3ppp/2q1p3/Q2r4/8/5N2/PP3PPP/3R2K1 w - - 0 24,d8d5 a5d8 d5d8 d1d8 c6e8 d8e8,1534.0,76.0,100.0,338.0,backRankMate endgame long mate mateIn3 sacrifice xRayAttack,https://lichess.org/2iQHkY5b/black#46,,"(1500, 1600]",a5d8,d1d3,d1d2,a5d8,a5b4,d1d5
DM6R8,r4b1r/pk4pp/4Rnb1/1pp5/2N2B2/1P6/P1P2PPP/2KR4 w - - 2 20,c6b7 c4a5 b7c8 e6c6,1534.0,75.0,100.0,118.0,mate mateIn2 middlegame short,https://lichess.org/Uf4Dx659/black#38,,"(1500, 1600]",c4a5,f4b8,e6a6,c4a5,f4e5,e6b6
6Iqjg,6k1/5pp1/p6p/2QB4/8/PP1P1qPP/4rP2/6K1 b - - 2 30,c4d5 e2e1 g1h2 e1h1,1535.0,78.0,100.0,95.0,endgame mate mateIn2 short,https://lichess.org/iiswaseY#59,,"(1500, 1600]",e2e1,f3d3,e2e1,g8h7,e2d2,f3f2
1E8N1,r1bBk2r/1pp2ppp/2p5/p1b5/4n3/2NP4/PPP2PPP/R2QKB1R b KQkq - 0 8,g5d8 c5f2 e1e2 c8g4,1536.0,75.0,100.0,1525.0,attackingF2F7 mate mateIn2 opening short,https://lichess.org/3bznsFjo#15,Russian_Game Russian_Game_Three_Knights_Game,"(1500, 1600]",c5f2,a8b8,c5f2,c5a3,b7b6,e4f2
